time	qcount	min	capt
09:45:05:	291	 0	1190221625 
09:45:06:	292	 0	1190221625 
09:45:06:	293	 0	1190221625 
09:45:06:	294	 0	1190221625 
09:45:06:	295	 0	1210076970 
09:45:06:	296	 0	1211152435 
09:45:06:	297	 0	1211152435 
09:45:06:	298	 0	1211152435 
09:45:06:	299	 0	1211152435 
09:45:06:	300	 0	1230356085 
09:45:06:	301	 0	1230356085 
09:45:06:	302	 0	1230356085 
09:45:06:	303	 0	1230356085 
09:45:06:	304	 0	1230356085 
09:45:06:	305	 0	1251136409 
09:45:06:	306	 0	1251136409 
09:45:06:	307	 0	1251136409 
09:45:06:	308	 0	1251136409 
09:45:06:	309	 0	1251136409 
09:45:07:	310	 0	1271739559 
09:45:07:	311	 0	1271739559 
09:45:07:	312	 0	1271739559 
09:45:07:	313	 0	1271739559 
09:45:07:	314	 0	1271739559 
09:45:07:	315	 0	1292136151 
09:45:07:	316	 0	1292136151 
09:45:07:	317	 0	1292136151 
09:45:07:	318	 0	1292136151 
09:45:07:	319	 0	1292136151 
09:45:07:	320	 0	1313358523 
09:45:07:	321	 0	1313358523 
09:45:07:	322	 0	1313358523 
09:45:07:	323	 0	1313358523 
09:45:07:	324	 0	1313358523 
09:45:07:	325	 0	1333956106 
09:45:07:	326	 0	1333956106 
09:45:07:	327	 0	1333956106 
09:45:08:	328	 0	1333956106 
09:45:08:	329	 0	1333956106 
09:45:08:	330	 0	1353919656 
09:45:08:	331	 0	1354971922 
09:45:08:	332	 0	1354971922 
09:45:08:	333	 0	1354971922 
09:45:08:	334	 0	1354971922 
09:45:08:	335	 0	1354971922 
09:45:08:	336	 0	1375825365 
09:45:08:	337	 0	1375825365 
09:45:08:	338	 0	1375825365 
09:45:08:	339	 0	1375825365 
09:45:08:	340	 0	1375825365 
09:45:08:	341	 0	1396961159 
09:45:08:	342	 0	1396961159 
09:45:08:	343	 0	1396961159 
09:45:08:	344	 0	1396961159 
09:45:08:	345	 0	1396961159 
09:45:09:	346	 0	1417124567 
09:45:09:	347	 0	1417124567 
09:45:09:	348	 0	1417124567 
09:45:09:	349	 0	1417124567 
09:45:09:	350	 0	1417124567 
09:45:09:	351	 0	1437640650 
09:45:09:	352	 0	1437640650 
09:45:09:	353	 0	1437640650 
09:45:09:	354	 0	1437640650 
09:45:09:	355	 0	1437640650 
09:45:09:	356	 0	1457531504 
09:45:09:	357	 0	1458535265 
09:45:09:	358	 0	1458535265 
09:45:09:	359	 0	1458535265 
09:45:09:	360	 0	1458535265 
09:45:09:	361	 0	1477469357 
09:45:09:	362	 0	1477469357 
09:45:09:	363	 0	1477469357 
09:45:10:	364	 0	1477469357 
09:45:10:	365	 0	1477469357 
09:45:10:	366	 0	1498041220 
09:45:10:	367	 0	1498041220 
09:45:10:	368	 0	1498041220 
09:45:10:	369	 0	1498041220 
09:45:10:	370	 0	1498041220 
09:45:10:	371	 0	1519231177 
09:45:10:	372	 0	1519231177 
09:45:10:	373	 0	1519231177 
09:45:10:	374	 0	1519231177 
09:45:10:	375	 0	1519231177 
09:45:10:	376	 0	1539597916 
09:45:10:	377	 0	1539597916 
09:45:10:	378	 0	1539597916 
09:45:10:	379	 0	1539597916 
09:45:10:	380	 0	1539597916 
09:45:10:	381	 0	1559531294 
09:45:10:	382	 0	1560555628 
09:45:11:	383	 0	1560555628 
09:45:11:	384	 0	1560555628 
09:45:11:	385	 0	1560555628 
09:45:11:	386	 0	1580091166 
09:45:11:	387	 0	1580091166 
09:45:11:	388	 0	1580091166 
09:45:11:	389	 0	1580091166 
09:45:11:	390	 0	1580091166 
09:45:11:	391	 0	1600384612 
09:45:11:	392	 0	1601433904 
09:45:11:	393	 0	1601433904 
09:45:11:	394	 0	1601433904 
09:45:11:	395	 0	1601433904 
09:45:11:	396	 0	1620432513 
09:45:11:	397	 0	1620432513 
09:45:11:	398	 0	1620432513 
09:45:11:	399	 0	1620432513 
09:45:12:	400	 0	1620432513 
09:45:12:	401	 0	1641216794 
09:45:12:	402	 0	1641216794 
09:45:12:	403	 0	1641216794 
09:45:12:	404	 0	1641216794 
09:45:12:	405	 0	1641216794 
09:45:12:	406	 0	1662193517 
09:45:12:	407	 0	1662193517 
09:45:12:	408	 0	1662193517 
09:45:12:	409	 0	1662193517 
09:45:12:	410	 0	1662193517 
09:45:12:	411	 0	1682026474 
09:45:12:	412	 0	1683094169 
